Suhu Udara (°C),Tekanan Udara Area Pit (hPa),Kelembapan Jalur Hauling (%),Kecepatan Angin (m/s),Curah Hujan (mm),Kepadatan Dump Truck (Unit/Jam),Indeks Aktivitas Blasting (Ppm),Debu_1_Jam_Lalu,Debu_2_Jam_Lalu,Tren_Suhu_3Jam,Tren_Truk_3Jam
-3.0,1018.0,-19.4,2.6,0.0,1100.0,21.0,17.0,12.0,-4.366666666666666,933.3333333333334
-1.8,1016.0,-18.4,2.4,0.0,1100.0,25.0,28.0,17.0,-2.899999999999999,1033.3333333333333
0.0,1019.0,-19.2,2.4,0.0,1200.0,29.0,40.0,28.0,-1.5999999999999994,1133.3333333333333
0.7,1015.0,-19.2,2.2,0.0,1000.0,27.0,51.0,40.0,-0.3666666666666661,1100.0
1.0,1018.0,-19.5,2.4,0.0,1000.0,28.0,41.0,51.0,0.5666666666666672,1066.6666666666667
-0.1,1016.0,-17.8,2.3,0.0,1000.0,29.0,42.0,41.0,0.5333333333333339,1000.0
-1.2,1018.0,-17.4,2.0,0.0,1000.0,29.0,42.0,42.0,-0.09999999999999942,1000.0
-2.5,1017.0,-17.0,0.9,0.0,1000.0,29.0,42.0,42.0,-1.266666666666666,1000.0
-2.6,1019.0,-16.7,1.0,0.0,1500.0,30.0,42.0,42.0,-2.099999999999999,1166.6666666666667
-4.5,1023.0,-15.5,0.5,0.0,1500.0,28.0,79.0,42.0,-3.1999999999999993,1333.3333333333333
-6.1,1020.0,-12.6,0.4,0.0,1700.0,32.0,84.0,79.0,-4.3999999999999995,1566.6666666666667
-6.6,1022.0,-12.5,0.5,0.0,2000.0,29.0,100.0,84.0,-5.733333333333332,1733.3333333333333
-7.2,1025.0,-11.9,1.4,0.0,2200.0,23.0,102.0,100.0,-6.633333333333333,1966.6666666666667
-7.3,1024.0,-11.8,0.2,0.0,3400.0,63.0,103.0,102.0,-7.033333333333332,2533.3333333333335
-7.7,1025.0,-13.3,0.8,0.0,3600.0,54.0,111.0,103.0,-7.3999999999999995,3066.6666666666665
-5.1,1025.0,-19.3,1.0,0.0,2100.0,25.0,131.0,111.0,-6.699999999999999,3033.3333333333335
-4.2,1025.0,-21.3,0.9,0.0,900.0,12.0,70.0,131.0,-5.666666666666667,2200.0
-3.0,1025.0,-25.4,1.3,0.0,700.0,11.0,31.0,70.0,-4.1,1233.3333333333333
-3.1,1028.0,-24.8,1.7,0.0,600.0,9.0,20.0,31.0,-3.433333333333333,733.3333333333334
-4.0,1029.0,-23.7,1.8,0.0,500.0,9.0,14.0,20.0,-3.366666666666666,600.0
-4.0,1029.0,-24.3,1.2,0.0,500.0,9.0,13.0,14.0,-3.6999999999999993,533.3333333333334
-4.2,1032.0,-23.9,1.7,0.0,500.0,17.0,5.0,13.0,-4.066666666666666,500.0
-3.2,1030.0,-23.6,1.8,0.0,600.0,20.0,11.0,5.0,-3.7999999999999994,533.3333333333334
-1.5,1033.0,-24.9,4.5,0.0,500.0,18.0,11.0,11.0,-2.9666666666666663,533.3333333333334
-1.3,1032.0,-25.5,5.0,0.0,400.0,13.0,13.0,11.0,-1.9999999999999993,500.0
-0.6,1032.0,-25.7,3.8,0.0,400.0,10.0,8.0,13.0,-1.1333333333333326,433.3333333333333
0.4,1029.0,-24.1,3.5,0.0,400.0,10.0,8.0,8.0,-0.4999999999999994,400.0
1.1,1030.0,-23.5,4.8,0.0,400.0,8.0,5.0,8.0,0.30000000000000066,400.0
1.1,1029.0,-23.5,5.7,0.0,300.0,5.0,5.0,5.0,0.8666666666666673,366.6666666666667
0.6,1032.0,-23.1,3.1,0.0,400.0,6.0,7.0,5.0,0.933333333333334,366.6666666666667
-0.1,1030.0,-23.7,5.2,0.0,400.0,3.0,8.0,7.0,0.533333333333334,366.6666666666667
-0.2,1030.0,-23.8,4.0,0.0,400.0,5.0,10.0,8.0,0.10000000000000057,400.0
-0.9,1031.0,-23.6,3.4,0.0,400.0,5.0,10.0,10.0,-0.39999999999999947,400.0
-1.2,1035.0,-23.2,6.7,0.0,400.0,2.0,9.0,10.0,-0.766666666666666,400.0
-1.6,1030.0,-23.5,5.3,0.0,300.0,3.0,10.0,9.0,-1.2333333333333327,366.6666666666667
-2.0,1034.0,-23.2,4.1,0.0,300.0,4.0,4.0,10.0,-1.5999999999999994,333.3333333333333
-2.3,1034.0,-24.1,4.7,0.0,400.0,6.0,6.0,4.0,-1.9666666666666661,333.3333333333333
-2.6,1032.0,-23.7,1.7,0.0,400.0,12.0,6.0,6.0,-2.2999999999999994,366.6666666666667
-2.7,1029.0,-24.4,6.4,0.0,400.0,12.0,7.0,6.0,-2.5333333333333328,400.0
-2.8,1032.0,-23.3,4.3,0.0,400.0,12.0,9.0,7.0,-2.6999999999999993,400.0
-2.9,1033.0,-23.4,2.7,0.0,400.0,9.0,6.0,9.0,-2.7999999999999994,400.0
-3.1,1029.0,-23.0,2.7,0.0,300.0,4.0,10.0,6.0,-2.9333333333333322,366.6666666666667
-2.7,1030.0,-22.6,2.4,0.0,300.0,4.0,8.0,10.0,-2.9,333.3333333333333
-3.0,1031.0,-22.3,1.4,0.0,300.0,8.0,4.0,8.0,-2.9333333333333322,300.0
-2.9,1030.0,-22.2,4.4,0.0,400.0,6.0,6.0,4.0,-2.866666666666666,333.3333333333333
-2.8,1034.0,-22.7,2.3,0.0,400.0,8.0,3.0,6.0,-2.899999999999999,366.6666666666667
-1.6,1035.0,-22.9,4.5,0.0,400.0,6.0,9.0,3.0,-2.4333333333333327,400.0
-0.7,1032.0,-23.5,5.8,0.0,400.0,10.0,3.0,9.0,-1.6999999999999995,400.0
-0.4,1031.0,-24.0,5.8,0.0,400.0,9.0,9.0,3.0,-0.8999999999999995,400.0
0.3,1029.0,-22.0,3.4,0.0,400.0,10.0,8.0,9.0,-0.2666666666666661,400.0
0.9,1030.0,-22.9,3.0,0.0,400.0,5.0,8.0,8.0,0.2666666666666673,400.0
1.7,1032.0,-23.0,4.9,0.0,400.0,8.0,9.0,8.0,0.9666666666666673,400.0
2.1,1032.0,-23.5,5.6,0.0,400.0,8.0,8.0,9.0,1.566666666666667,400.0
1.5,1030.0,-24.0,4.4,0.0,300.0,5.0,6.0,8.0,1.7666666666666673,366.6666666666667
0.6,1032.0,-23.9,1.7,0.0,400.0,2.0,4.0,6.0,1.4000000000000004,366.6666666666667
0.2,1033.0,-24.2,3.5,0.0,400.0,5.0,6.0,4.0,0.7666666666666672,366.6666666666667
0.4,1033.0,-24.9,4.4,0.0,400.0,4.0,3.0,6.0,0.4000000000000006,400.0
-0.5,1031.0,-24.8,2.4,0.0,500.0,7.0,11.0,3.0,0.03333333333333394,433.3333333333333
-1.6,1027.0,-24.2,1.8,0.0,500.0,7.0,13.0,11.0,-0.5666666666666661,466.6666666666667
-2.7,1028.0,-22.6,2.2,0.0,600.0,11.0,9.0,13.0,-1.5999999999999996,533.3333333333334
-3.4,1031.0,-23.2,1.2,0.0,500.0,10.0,10.0,9.0,-2.566666666666666,533.3333333333334
-3.7,1031.0,-22.9,1.5,0.0,400.0,10.0,9.0,10.0,-3.2666666666666657,500.0
-3.8,1030.0,-22.5,1.4,0.0,400.0,10.0,6.0,9.0,-3.633333333333333,433.3333333333333
-4.0,1027.0,-22.6,2.4,0.0,500.0,14.0,11.0,6.0,-3.8333333333333326,433.3333333333333
-4.0,1028.0,-22.1,0.9,0.0,400.0,13.0,11.0,11.0,-3.9333333333333322,433.3333333333333
-5.8,1028.0,-21.4,1.1,0.0,500.0,11.0,5.0,11.0,-4.599999999999999,466.6666666666667
-4.9,1030.0,-21.1,1.7,0.0,500.0,9.0,8.0,5.0,-4.8999999999999995,466.6666666666667
-4.6,1028.0,-21.2,1.5,0.0,400.0,11.0,5.0,8.0,-5.099999999999999,466.6666666666667
-4.7,1030.0,-20.9,1.5,0.0,400.0,14.0,8.0,5.0,-4.7333333333333325,433.3333333333333
-5.1,1027.0,-19.3,1.1,0.0,600.0,15.0,6.0,8.0,-4.799999999999999,466.6666666666667
-3.0,1027.0,-20.3,0.9,0.0,600.0,14.0,9.0,6.0,-4.266666666666666,533.3333333333334
-0.1,1026.0,-21.0,2.6,0.0,600.0,13.0,7.0,9.0,-2.7333333333333325,600.0
1.4,1029.0,-21.8,2.6,0.0,600.0,11.0,17.0,7.0,-0.5666666666666661,600.0
2.8,1027.0,-21.4,2.5,0.0,600.0,13.0,21.0,17.0,1.3666666666666671,600.0
4.1,1026.0,-21.1,1.6,0.0,500.0,11.0,10.0,21.0,2.766666666666667,566.6666666666666
5.2,1026.0,-21.1,3.9,0.0,600.0,14.0,6.0,10.0,4.033333333333334,566.6666666666666
5.3,1027.0,-21.0,2.6,0.0,500.0,10.0,7.0,6.0,4.866666666666667,533.3333333333334
4.9,1028.0,-20.4,2.6,0.0,400.0,9.0,7.0,7.0,5.133333333333334,500.0
2.8,1024.0,-18.6,1.6,0.0,600.0,9.0,7.0,7.0,4.333333333333334,500.0
0.0,1028.0,-17.3,1.3,0.0,900.0,16.0,5.0,7.0,2.5666666666666673,633.3333333333334
-1.3,1028.0,-15.2,1.2,0.0,1500.0,30.0,24.0,5.0,0.5000000000000006,1000.0
-2.8,1028.0,-14.9,1.3,0.0,1800.0,46.0,68.0,24.0,-1.366666666666666,1400.0
-4.2,1028.0,-12.4,0.8,0.0,2000.0,48.0,91.0,68.0,-2.7666666666666657,1766.6666666666667
-5.4,1028.0,-14.0,0.8,0.0,2400.0,54.0,113.0,91.0,-4.133333333333333,2066.6666666666665
-5.7,1025.0,-13.5,0.9,0.0,2300.0,50.0,119.0,113.0,-5.099999999999999,2233.3333333333335
-5.9,1028.0,-12.8,1.1,0.0,2200.0,44.0,117.0,119.0,-5.666666666666667,2300.0
-4.8,1029.0,-13.4,1.1,0.0,3700.0,70.0,117.0,117.0,-5.466666666666666,2733.3333333333335
-4.4,1024.0,-15.4,1.0,0.0,4400.0,88.0,125.0,117.0,-5.033333333333333,3433.3333333333335
-6.4,1026.0,-11.9,0.7,0.0,4000.0,68.0,148.0,125.0,-5.2,4033.3333333333335
-6.8,1024.0,-13.3,0.6,0.0,2300.0,54.0,138.0,148.0,-5.866666666666666,3566.6666666666665
-4.7,1025.0,-14.1,1.5,0.0,1700.0,39.0,70.0,138.0,-5.966666666666666,2666.6666666666665
-4.9,1022.0,-14.5,2.4,0.0,1500.0,48.0,60.0,70.0,-5.466666666666666,1833.3333333333333
-5.1,1024.0,-13.4,0.9,0.0,1000.0,26.0,39.0,60.0,-4.8999999999999995,1400.0
-5.2,1022.0,-16.7,1.6,0.0,900.0,21.0,25.0,39.0,-5.066666666666666,1133.3333333333333
-2.3,1026.0,-17.2,1.2,0.0,900.0,27.0,20.0,25.0,-4.199999999999999,933.3333333333334
0.4,1024.0,-17.9,2.1,0.0,900.0,16.0,24.0,20.0,-2.366666666666666,900.0
1.8,1022.0,-17.7,1.0,0.0,800.0,11.0,25.0,24.0,-0.033333333333332625,866.6666666666666
2.5,1024.0,-18.9,1.2,0.0,700.0,12.0,26.0,25.0,1.5666666666666673,800.0
4.1,1025.0,-17.5,1.4,0.0,600.0,17.0,23.0,26.0,2.8000000000000007,700.0
3.8,1024.0,-17.8,1.4,0.0,600.0,16.0,18.0,23.0,3.4666666666666672,633.3333333333334
3.5,1023.0,-17.4,1.4,0.0,700.0,19.0,22.0,18.0,3.8000000000000007,633.3333333333334
3.0,1022.0,-17.3,1.1,0.0,900.0,21.0,23.0,22.0,3.4333333333333336,733.3333333333334
2.0,1023.0,-15.5,0.8,0.0,1200.0,23.0,33.0,23.0,2.833333333333334,933.3333333333334
0.8,1021.0,-13.7,0.9,0.0,1300.0,23.0,47.0,33.0,1.9333333333333338,1133.3333333333333
1.3,1022.0,-16.1,1.2,0.0,1300.0,24.0,60.0,47.0,1.3666666666666671,1266.6666666666667
0.2,1022.0,-11.2,0.6,0.0,1600.0,28.0,61.0,60.0,0.7666666666666674,1400.0
0.6,1023.0,-13.5,0.4,0.0,2500.0,54.0,70.0,61.0,0.7000000000000006,1800.0
-0.3,1023.0,-12.9,0.8,0.0,2600.0,60.0,102.0,70.0,0.16666666666666727,2233.3333333333335
1.0,1025.0,-9.9,1.4,0.0,2100.0,51.0,91.0,102.0,0.43333333333333396,2400.0
0.0,1024.0,-8.7,0.7,0.0,1600.0,47.0,74.0,91.0,0.23333333333333395,2100.0
0.2,1021.0,-13.1,1.9,0.0,2000.0,49.0,63.0,74.0,0.4000000000000006,1900.0
0.4,1025.0,-12.3,1.3,0.0,2300.0,41.0,78.0,63.0,0.20000000000000062,1966.6666666666667
0.1,1021.0,-9.9,1.2,0.0,1800.0,34.0,117.0,78.0,0.23333333333333395,2033.3333333333333
-0.3,1025.0,-11.1,0.9,0.0,1900.0,39.0,70.0,117.0,0.06666666666666725,2000.0
-1.3,1022.0,-11.7,1.2,0.0,2400.0,38.0,59.0,70.0,-0.4999999999999994,2033.3333333333333
-2.0,1022.0,-10.1,1.4,0.0,2300.0,39.0,68.0,59.0,-1.1999999999999995,2200.0
-2.0,1019.0,-10.8,1.3,0.0,2100.0,32.0,59.0,68.0,-1.766666666666666,2266.6666666666665
-3.3,1018.0,-10.6,0.9,0.0,2100.0,25.0,51.0,59.0,-2.4333333333333327,2166.6666666666665
-2.2,1016.0,-10.3,1.7,0.0,2800.0,36.0,52.0,51.0,-2.4999999999999996,2333.3333333333335
1.2,1020.0,-11.3,1.2,0.0,3000.0,56.0,61.0,52.0,-1.4333333333333327,2633.3333333333335
3.8,1017.0,-18.4,2.2,0.0,2300.0,57.0,92.0,61.0,0.9333333333333339,2700.0
4.4,1021.0,-20.1,3.2,0.0,1000.0,32.0,90.0,92.0,3.133333333333334,2100.0
4.8,1019.0,-19.7,3.0,0.0,500.0,18.0,43.0,90.0,4.333333333333335,1266.6666666666667
5.2,1018.0,-17.9,4.0,0.0,400.0,15.0,17.0,43.0,4.800000000000001,633.3333333333334
5.2,1018.0,-16.0,3.0,0.0,400.0,11.0,15.0,17.0,5.066666666666667,433.3333333333333
4.5,1018.0,-15.4,3.0,0.0,400.0,10.0,10.0,15.0,4.966666666666668,400.0
3.3,1019.0,-14.9,2.8,0.0,400.0,12.0,10.0,10.0,4.333333333333334,400.0
2.9,1017.0,-14.8,2.6,0.0,500.0,20.0,7.0,10.0,3.566666666666667,433.3333333333333
2.5,1016.0,-14.7,1.4,0.0,500.0,19.0,13.0,7.0,2.9000000000000004,466.6666666666667
0.9,1016.0,-14.4,0.9,0.0,700.0,15.0,14.0,13.0,2.1000000000000005,566.6666666666666
-0.8,1017.0,-14.4,0.7,0.0,900.0,23.0,18.0,14.0,0.8666666666666673,700.0
-2.9,1015.0,-13.5,0.6,0.0,1100.0,42.0,29.0,18.0,-0.9333333333333327,900.0
-1.9,1014.0,-13.7,1.3,0.0,800.0,21.0,30.0,29.0,-1.866666666666666,933.3333333333334
-1.4,1016.0,-13.6,1.3,0.0,700.0,18.0,26.0,30.0,-2.066666666666666,866.6666666666666
-1.3,1015.0,-14.2,1.0,0.0,600.0,16.0,20.0,26.0,-1.5333333333333325,700.0
-2.5,1014.0,-13.7,1.1,0.0,500.0,9.0,21.0,20.0,-1.7333333333333325,600.0
-1.9,1015.0,-13.7,2.2,0.0,600.0,10.0,13.0,21.0,-1.8999999999999992,566.6666666666666
-2.4,1016.0,-13.3,1.2,0.0,700.0,15.0,14.0,13.0,-2.266666666666666,600.0
-4.2,1018.0,-13.1,0.8,0.0,700.0,19.0,15.0,14.0,-2.8333333333333326,666.6666666666666
-5.1,1014.0,-13.0,1.8,0.0,700.0,23.0,18.0,15.0,-3.899999999999999,700.0
-5.4,1018.0,-11.3,1.1,0.0,900.0,27.0,21.0,18.0,-4.8999999999999995,766.6666666666666
-5.0,1017.0,-12.7,0.9,0.0,1100.0,33.0,21.0,21.0,-5.166666666666666,900.0
-1.8,1013.0,-13.3,1.2,0.0,900.0,38.0,22.0,21.0,-4.066666666666666,966.6666666666666
0.3,1018.0,-13.8,1.3,0.0,600.0,22.0,20.0,22.0,-2.166666666666666,866.6666666666666
1.1,1018.0,-13.8,1.1,0.0,800.0,23.0,17.0,20.0,-0.13333333333333272,766.6666666666666
2.2,1017.0,-12.4,1.9,0.0,1100.0,33.0,20.0,17.0,1.2000000000000008,833.3333333333334
3.3,1020.0,-11.9,1.4,0.0,1400.0,46.0,36.0,20.0,2.2000000000000006,1100.0
3.8,1019.0,-11.8,1.7,0.0,1500.0,54.0,69.0,36.0,3.1,1333.3333333333333
3.8,1019.0,-11.4,1.9,0.0,1400.0,46.0,93.0,69.0,3.633333333333334,1433.3333333333333
3.4,1019.0,-10.6,1.6,0.0,1500.0,43.0,96.0,93.0,3.6666666666666674,1466.6666666666667
1.1,1022.0,-9.8,1.0,0.0,1600.0,47.0,105.0,96.0,2.766666666666667,1500.0
-1.3,1020.0,-9.0,0.9,0.0,1700.0,44.0,117.0,105.0,1.0666666666666673,1600.0
-3.0,1019.0,-7.5,0.8,0.0,1700.0,41.0,125.0,117.0,-1.066666666666666,1666.6666666666667
-4.0,1019.0,-8.3,0.5,0.0,1700.0,36.0,106.0,125.0,-2.7666666666666657,1700.0
-4.5,1024.0,-7.1,0.0,0.0,1600.0,33.0,96.0,106.0,-3.8333333333333326,1666.6666666666667
-4.4,1020.0,-8.5,1.0,0.0,2000.0,34.0,97.0,96.0,-4.3,1766.6666666666667
-4.0,1022.0,-8.9,1.0,0.0,3100.0,36.0,105.0,97.0,-4.3,2233.3333333333335
-3.9,1023.0,-9.5,0.9,0.0,4800.0,48.0,141.0,105.0,-4.1,3300.0
-3.3,1026.0,-9.8,1.2,0.0,5400.0,58.0,207.0,141.0,-3.7333333333333325,4433.333333333333
-2.9,1022.0,-9.8,0.9,0.0,5300.0,47.0,243.0,207.0,-3.366666666666666,5166.666666666667
-3.3,1025.0,-10.2,1.6,0.0,4300.0,50.0,245.0,243.0,-3.1666666666666656,5000.0
-3.9,1022.0,-10.1,1.0,0.0,4100.0,37.0,239.0,245.0,-3.366666666666666,4566.666666666667
-4.3,1027.0,-10.1,1.2,0.0,4600.0,33.0,226.0,239.0,-3.8333333333333326,4333.333333333333
-4.3,1023.0,-10.1,1.2,0.0,4300.0,45.0,232.0,226.0,-4.166666666666667,4333.333333333333
-4.3,1027.0,-10.3,1.7,0.0,3900.0,40.0,214.0,232.0,-4.3,4266.666666666667
-3.7,1028.0,-9.9,1.3,0.0,3700.0,46.0,183.0,214.0,-4.099999999999999,3966.6666666666665
-3.1,1027.0,-9.6,1.7,0.0,4200.0,57.0,159.0,183.0,-3.6999999999999993,3933.3333333333335
-2.3,1027.0,-9.5,1.1,0.0,4600.0,64.0,170.0,159.0,-3.0333333333333328,4166.666666666667
-1.9,1026.0,-9.5,1.0,0.0,4900.0,63.0,195.0,170.0,-2.4333333333333327,4566.666666666667
-1.4,1027.0,-8.8,1.7,0.0,5400.0,66.0,204.0,195.0,-1.866666666666666,4966.666666666667
-1.0,1026.0,-8.5,1.8,0.0,5600.0,65.0,240.0,204.0,-1.4333333333333327,5300.0
-0.7,1028.0,-7.5,1.7,0.0,5700.0,69.0,274.0,240.0,-1.0333333333333325,5566.666666666667
-0.6,1025.0,-7.4,1.5,0.0,6000.0,77.0,295.0,274.0,-0.766666666666666,5766.666666666667
-0.7,1030.0,-7.5,1.6,0.0,6200.0,79.0,312.0,295.0,-0.6666666666666661,5966.666666666667
-0.9,1030.0,-7.3,1.2,0.0,6300.0,94.0,325.0,312.0,-0.7333333333333328,6166.666666666667
-0.8,1026.0,-7.2,1.1,0.0,6400.0,95.0,320.0,325.0,-0.7999999999999994,6300.0
-0.7,1030.0,-7.3,0.9,0.0,6400.0,105.0,314.0,320.0,-0.7999999999999995,6366.666666666667
-0.8,1027.0,-7.4,1.2,0.0,6500.0,104.0,309.0,314.0,-0.766666666666666,6433.333333333333
-0.7,1028.0,-7.5,1.7,0.0,6900.0,102.0,318.0,309.0,-0.7333333333333328,6600.0
-0.6,1030.0,-7.6,1.4,0.0,6300.0,105.0,325.0,318.0,-0.6999999999999994,6566.666666666667
-0.4,1029.0,-7.2,0.7,0.0,6100.0,107.0,313.0,325.0,-0.5666666666666661,6433.333333333333
-0.4,1027.0,-7.4,1.2,0.0,5900.0,111.0,289.0,313.0,-0.46666666666666606,6100.0
-0.7,1025.0,-7.3,0.6,0.0,5800.0,110.0,284.0,289.0,-0.4999999999999994,5933.333333333333
-1.7,1024.0,-6.6,1.0,0.0,5400.0,102.0,265.0,284.0,-0.9333333333333327,5700.0
-2.2,1028.0,-6.2,0.4,0.0,5200.0,89.0,265.0,265.0,-1.5333333333333325,5466.666666666667
-3.2,1025.0,-6.0,1.4,0.0,5100.0,67.0,263.0,265.0,-2.366666666666666,5233.333333333333
-4.5,1023.0,-6.3,0.8,0.0,4900.0,53.0,265.0,263.0,-3.2999999999999994,5066.666666666667
-5.3,1027.0,-6.7,0.5,0.0,5000.0,38.0,265.0,265.0,-4.333333333333332,5000.0
-5.4,1023.0,-6.5,1.2,0.0,5400.0,34.0,271.0,265.0,-5.066666666666666,5100.0
-5.3,1024.0,-6.4,0.4,0.0,5600.0,38.0,273.0,271.0,-5.333333333333333,5333.333333333333
-0.5,1025.0,-8.0,1.5,0.0,2600.0,57.0,275.0,273.0,-3.7333333333333325,4533.333333333333
3.9,1024.0,-11.3,3.1,0.0,1000.0,22.0,148.0,275.0,-0.6333333333333324,3066.6666666666665
4.5,1022.0,-13.4,4.0,0.0,600.0,19.0,70.0,148.0,2.633333333333334,1400.0
4.7,1020.0,-15.3,3.0,0.0,600.0,15.0,56.0,70.0,4.366666666666667,733.3333333333334
5.0,1020.0,-16.8,4.9,0.0,500.0,16.0,57.0,56.0,4.733333333333334,566.6666666666666
5.0,1025.0,-18.8,5.9,0.0,500.0,13.0,48.0,57.0,4.900000000000001,533.3333333333334
4.6,1026.0,-17.7,5.3,0.0,400.0,11.0,38.0,48.0,4.866666666666667,466.6666666666667
3.4,1024.0,-16.9,5.6,0.0,400.0,4.0,23.0,38.0,4.333333333333334,433.3333333333333
2.1,1025.0,-16.9,3.7,0.0,400.0,3.0,23.0,23.0,3.366666666666667,400.0
1.2,1022.0,-16.2,3.9,0.0,400.0,3.0,9.0,23.0,2.233333333333334,400.0
0.8,1025.0,-16.6,4.3,0.0,400.0,5.0,15.0,9.0,1.3666666666666671,400.0
0.4,1024.0,-16.5,2.6,0.0,400.0,5.0,11.0,15.0,0.8000000000000006,400.0
0.1,1025.0,-16.3,2.8,0.0,400.0,5.0,11.0,11.0,0.43333333333333396,400.0
-0.3,1023.0,-15.8,2.5,0.0,400.0,5.0,11.0,11.0,0.06666666666666728,400.0
-0.5,1024.0,-15.6,3.0,0.0,400.0,5.0,10.0,11.0,-0.23333333333333273,400.0
-1.4,1026.0,-15.3,1.2,0.0,400.0,7.0,9.0,10.0,-0.7333333333333326,400.0
-1.5,1024.0,-15.4,2.7,0.0,400.0,11.0,9.0,9.0,-1.1333333333333326,400.0
-1.5,1024.0,-16.1,3.0,0.0,500.0,13.0,10.0,9.0,-1.4666666666666661,433.3333333333333
-1.9,1025.0,-16.1,2.4,0.0,400.0,11.0,12.0,10.0,-1.6333333333333329,433.3333333333333
-2.2,1027.0,-16.0,1.6,0.0,400.0,12.0,13.0,12.0,-1.866666666666666,433.3333333333333
-3.2,1027.0,-15.5,1.8,0.0,500.0,7.0,11.0,13.0,-2.433333333333333,433.3333333333333
-3.2,1029.0,-15.5,1.5,0.0,500.0,13.0,11.0,11.0,-2.866666666666666,466.6666666666667
-4.5,1029.0,-15.5,0.0,0.0,500.0,23.0,9.0,11.0,-3.633333333333333,500.0
-2.7,1023.0,-15.4,2.2,0.0,600.0,26.0,13.0,9.0,-3.4666666666666663,533.3333333333334
-2.7,1027.0,-15.4,1.2,0.0,700.0,27.0,12.0,13.0,-3.2999999999999994,600.0
0.4,1029.0,-15.6,2.2,0.0,700.0,17.0,12.0,12.0,-1.666666666666666,666.6666666666666
1.9,1027.0,-17.1,3.8,0.0,600.0,20.0,16.0,12.0,-0.13333333333333286,666.6666666666666
3.2,1026.0,-16.5,2.1,0.0,600.0,20.0,19.0,16.0,1.833333333333334,633.3333333333334
3.9,1025.0,-17.7,1.7,0.0,500.0,12.0,16.0,19.0,3.0000000000000004,566.6666666666666
5.0,1029.0,-18.1,1.6,0.0,500.0,11.0,11.0,16.0,4.033333333333334,533.3333333333334
3.4,1031.0,-15.8,3.6,0.0,500.0,9.0,8.0,11.0,4.1000000000000005,500.0
2.4,1026.0,-16.2,2.4,0.0,600.0,15.0,11.0,8.0,3.600000000000001,533.3333333333334
1.3,1027.0,-14.8,2.6,0.0,700.0,18.0,25.0,11.0,2.3666666666666676,600.0
0.6,1028.0,-14.6,2.8,0.0,1000.0,35.0,38.0,25.0,1.4333333333333342,766.6666666666666
-0.5,1030.0,-13.4,1.2,0.0,1100.0,39.0,61.0,38.0,0.4666666666666675,933.3333333333334
1.9,1028.0,-14.3,2.2,0.0,1200.0,39.0,68.0,61.0,0.6666666666666675,1100.0
1.1,1029.0,-17.8,3.1,0.0,700.0,17.0,74.0,68.0,0.8333333333333343,1000.0
0.2,1030.0,-19.1,4.3,0.0,400.0,4.0,36.0,74.0,1.0666666666666675,766.6666666666666
-0.5,1027.0,-18.2,4.9,0.0,300.0,4.0,9.0,36.0,0.2666666666666675,466.6666666666667
-0.7,1028.0,-18.3,5.6,0.0,300.0,8.0,8.0,9.0,-0.33333333333333254,333.3333333333333
-1.0,1028.0,-18.6,4.6,0.0,400.0,10.0,8.0,8.0,-0.7333333333333325,333.3333333333333
-1.3,1030.0,-19.8,4.6,0.0,300.0,7.0,7.0,8.0,-0.9999999999999991,333.3333333333333
-1.6,1028.0,-19.6,4.0,0.0,300.0,8.0,7.0,7.0,-1.2999999999999992,333.3333333333333
-1.6,1031.0,-20.6,5.0,0.0,400.0,9.0,9.0,7.0,-1.4999999999999991,333.3333333333333
-1.8,1027.0,-20.8,4.4,0.0,400.0,12.0,10.0,9.0,-1.666666666666666,366.6666666666667
-1.6,1026.0,-19.1,3.7,0.0,400.0,11.0,7.0,10.0,-1.666666666666666,400.0
-1.7,1028.0,-19.2,3.9,0.0,400.0,13.0,5.0,7.0,-1.6999999999999993,400.0
-1.7,1026.0,-19.2,2.1,0.0,400.0,13.0,5.0,5.0,-1.666666666666666,400.0
-0.4,1028.0,-19.1,3.7,0.0,400.0,13.0,6.0,5.0,-1.2666666666666657,400.0
0.8,1023.0,-19.1,3.9,0.0,400.0,12.0,10.0,6.0,-0.4333333333333325,400.0
1.4,1027.0,-19.8,3.3,0.0,400.0,7.0,12.0,10.0,0.6000000000000008,400.0
2.0,1028.0,-19.9,3.6,0.0,400.0,12.0,11.0,12.0,1.400000000000001,400.0
2.8,1027.0,-20.6,3.2,0.0,400.0,10.0,13.0,11.0,2.0666666666666673,400.0
3.5,1030.0,-20.8,3.0,0.0,400.0,6.0,11.0,13.0,2.7666666666666675,400.0
3.6,1029.0,-20.7,2.6,0.0,400.0,8.0,13.0,11.0,3.3000000000000007,400.0
3.0,1029.0,-20.4,3.3,0.0,400.0,9.0,13.0,13.0,3.366666666666667,400.0
2.3,1025.0,-19.7,2.8,0.0,400.0,7.0,9.0,13.0,2.9666666666666672,400.0
1.4,1027.0,-19.2,2.0,0.0,600.0,12.0,11.0,9.0,2.233333333333334,466.6666666666667
-0.9,1023.0,-18.0,1.6,0.0,700.0,13.0,15.0,11.0,0.933333333333334,566.6666666666666
1.2,1024.0,-18.2,0.9,0.0,600.0,8.0,14.0,15.0,0.5666666666666673,633.3333333333334
-0.4,1026.0,-18.1,1.2,0.0,700.0,8.0,13.0,14.0,-0.03333333333333266,666.6666666666666
